,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,Event
0,0.18304182589054108,0.15164519846439362,0.17723646759986877,0.18834495544433594,0.17468738555908203,0.18645547330379486,0.1322820484638214,0.1358136236667633,0.818186342716217,0.8527958393096924,0.3238092064857483,0.6318151950836182,0.5080268979072571,0.3407069444656372,0.516764223575592,0.5317642092704773,1.8451882600784302,1.0286165475845337,0.5087500214576721,0.9125475287437439,1.1632814407348633,0.4256121814250946,0.8234637379646301,0.8312010169029236,3.194164752960205,3.0006449222564697,2.3971707820892334,3.251857042312622,3.5951788425445557,2.616940498352051,2.3752005100250244,2.2939884662628174,1.839962124824524,2.851717710494995,4.510593414306641,2.8346822261810303,1.5320212841033936,1.3341304063796997,1.621306300163269,1.6224786043167114,0
0,0.17628824710845947,0.14866621792316437,0.17470502853393555,0.17630235850811005,0.1747676432132721,0.18344837427139282,0.1281932294368744,0.1322820484638214,0.7915148735046387,0.8396809697151184,0.32070544362068176,0.6106571555137634,0.4941962957382202,0.3518313765525818,0.5035845041275024,0.516764223575592,1.8406047821044922,1.0217852592468262,0.5007893443107605,0.887640118598938,1.177767276763916,0.39827314019203186,0.8153290748596191,0.8234637379646301,3.184936761856079,3.0936501026153564,2.3683371543884277,3.365966558456421,3.631106376647949,2.664224863052368,2.4504449367523193,2.3752005100250244,1.8156074285507202,2.88216233253479,4.55244255065918,2.855623483657837,1.5379552841186523,1.3585810661315918,1.6110740900039673,1.621306300163269,0
0,0.17138569056987762,0.1503945291042328,0.1674482822418213,0.16573703289031982,0.17464704811573029,0.1870081126689911,0.12313293665647507,0.1281932294368744,0.76800537109375,0.8404189348220825,0.3156293034553528,0.5902696251869202,0.48058146238327026,0.3659652769565582,0.4955476224422455,0.5035845041275024,1.8395178318023682,1.0207194089889526,0.4830332398414612,0.8661683797836304,1.1896998882293701,0.38797131180763245,0.8134555220603943,0.8153290748596191,3.1666438579559326,3.1842100620269775,2.339768648147583,3.4676830768585205,3.6624343395233154,2.702197313308716,2.5158371925354004,2.4504449367523193,1.8055670261383057,2.8950531482696533,4.575788974761963,2.873814582824707,1.5576456785202026,1.3867535591125488,1.5902750492095947,1.6110740900039673,0
0,0.16346706449985504,0.15023064613342285,0.1649971604347229,0.15855763852596283,0.16677308082580566,0.1849317103624344,0.12049997597932816,0.12313293665647507,0.7508110404014587,0.8220531940460205,0.31698036193847656,0.5748497843742371,0.4780759811401367,0.39534008502960205,0.48631054162979126,0.4955476224422455,1.8450193405151367,1.024171233177185,0.4871966242790222,0.8416269421577454,1.2153141498565674,0.38622868061065674,0.8150018453598022,0.8134555220603943,3.1445693969726562,3.243307113647461,2.316601514816284,3.560912609100342,3.7014400959014893,2.729954242706299,2.57944655418396,2.5158371925354004,1.8009095191955566,2.8817033767700195,4.597104549407959,2.888782262802124,1.5906974077224731,1.4118009805679321,1.5675959587097168,1.5902750492095947,0
0,0.1696881204843521,0.14638663828372955,0.16835342347621918,0.1541462540626526,0.17097711563110352,0.1820433884859085,0.12562453746795654,0.12049997597932816,0.7259646058082581,0.8125589489936829,0.312898725271225,0.5601189732551575,0.45623987913131714,0.4142795503139496,0.4731273651123047,0.48631054162979126,1.856916904449463,1.021320104598999,0.49512550234794617,0.8196821212768555,1.2279438972473145,0.38429567217826843,0.8194453716278076,0.8150018453598022,3.1181180477142334,3.2889046669006348,2.3777196407318115,3.6496543884277344,3.7302393913269043,2.7406184673309326,2.6376430988311768,2.57944655418396,1.7862939834594727,2.8495066165924072,4.611859321594238,2.8981146812438965,1.6119049787521362,1.424036979675293,1.5530307292938232,1.5675959587097168,0
0,0.16373059153556824,0.16163885593414307,0.16786536574363708,0.16252830624580383,0.16375228762626648,0.18545034527778625,0.12189412862062454,0.12562453746795654,0.710205614566803,0.800112247467041,0.30875375866889954,0.5493239760398865,0.44467392563819885,0.42722654342651367,0.4635351896286011,0.4731273651123047,1.8484939336776733,1.0328963994979858,0.496579647064209,0.8005740642547607,1.2299730777740479,0.38668110966682434,0.8082730174064636,0.8194453716278076,3.1164920330047607,3.3223001956939697,2.476651906967163,3.7222177982330322,3.746487617492676,2.744889259338379,2.6964406967163086,2.6376430988311768,1.7899237871170044,2.8100218772888184,4.602599143981934,2.903167247772217,1.6387081146240234,1.433782696723938,1.5287320613861084,1.5530307292938232,0
0,0.15787434577941895,0.16071850061416626,0.16698457300662994,0.15413984656333923,0.16704872250556946,0.18832431733608246,0.11908233165740967,0.12189412862062454,0.6932549476623535,0.7668075561523438,0.298022598028183,0.5289090871810913,0.4474463164806366,0.4446084201335907,0.45640167593955994,0.4635351896286011,1.8433921337127686,1.0624722242355347,0.5105088949203491,0.791966438293457,1.224618673324585,0.37672731280326843,0.7951802611351013,0.8082730174064636,3.1056571006774902,3.3377575874328613,2.52824330329895,3.7860004901885986,3.7368342876434326,2.7322020530700684,2.745150089263916,2.6964406967163086,1.8026952743530273,2.7885384559631348,4.569593906402588,2.8964436054229736,1.6409286260604858,1.4556269645690918,1.497856616973877,1.5287320613861084,0
0,0.15007384121418,0.16264604032039642,0.16298069059848785,0.15746265649795532,0.16198500990867615,0.18946200609207153,0.1128978505730629,0.11908233165740967,0.6772792935371399,0.7618503570556641,0.28757306933403015,0.5221927165985107,0.4435799717903137,0.45679184794425964,0.4456193447113037,0.45640167593955994,1.8483473062515259,1.0843976736068726,0.5249084830284119,0.7890744209289551,1.222011923789978,0.3715495765209198,0.7863474488258362,0.7951802611351013,3.0941452980041504,3.3329648971557617,2.5634164810180664,3.8205323219299316,3.732123374938965,2.711564779281616,2.787443161010742,2.745150089263916,1.8217498064041138,2.7467234134674072,4.521921634674072,2.8581557273864746,1.629826545715332,1.4896005392074585,1.466372013092041,1.497856616973877,0
0,0.15360650420188904,0.15400579571723938,0.16191081702709198,0.15356943011283875,0.15177001059055328,0.18513274192810059,0.10622372478246689,0.1128978505730629,0.6721130609512329,0.751826286315918,0.28498217463493347,0.50848388671875,0.4309728741645813,0.47103506326675415,0.4403158128261566,0.4456193447113037,1.8520115613937378,1.0900132656097412,0.5349130630493164,0.7837600708007812,1.2400813102722168,0.3587838113307953,0.7801108956336975,0.7863474488258362,3.1087002754211426,3.3203608989715576,2.6032609939575195,3.8451709747314453,3.7073252201080322,2.691983222961426,2.8221848011016846,2.787443161010742,1.8152596950531006,2.7198286056518555,4.47091007232666,2.813591718673706,1.6179298162460327,1.5270187854766846,1.4327242374420166,1.466372013092041,0
0,0.18001258373260498,0.14565512537956238,0.1775541603565216,0.14642362296581268,0.14918453991413116,0.18032097816467285,0.12285111844539642,0.10622372478246689,0.6869715452194214,0.7394083142280579,0.29922980070114136,0.49684372544288635,0.43048161268234253,0.4763416349887848,0.4567321836948395,0.4403158128261566,1.8662962913513184,1.0965070724487305,0.5612420439720154,0.7739939093589783,1.2616335153579712,0.3610173463821411,0.7907513380050659,0.7801108956336975,3.133348226547241,3.313446044921875,2.6219048500061035,3.874687671661377,3.659294605255127,2.6614506244659424,2.837737560272217,2.8221848011016846,1.8231967687606812,2.6870620250701904,4.441782474517822,2.7780213356018066,1.6089608669281006,1.5540112257003784,1.4110784530639648,1.4327242374420166,0
