Timestamp,Cycle,Countdown Type,LSL Data
1970-01-03 02:39:25.844482,5,Third Countdown,"[-59.0, -16.0, 2.0, -52.0, -36.0, -38.0, -26.66666603088379, -46.66666793823242]"
1970-01-03 02:39:26.835514,5,Third Countdown,"[46.0, 44.0, 5.0, 22.0, 35.0, 34.0, 47.16666793823242, 46.0]"
1970-01-03 02:39:31.819159,5,Fourth Countdown,"[-40.0, -62.0, -24.0, -86.0, -98.0, -90.0, -50.66666793823242, -19.83333396911621]"
1970-01-03 02:39:40.758773,5,Fourth Countdown,"[-17.0, 5.0, 11.0, -24.0, 40.0, -14.0, 18.33333396911621, 6.5]"
1970-01-03 02:39:42.379614,5,Fourth Countdown,"[25.0, 25.0, 26.0, -29.0, 12.0, 5.0, -1.6666666269302368, -2.8333332538604736]"
1970-01-03 02:39:34.827765,5,Fourth Countdown,"[69.0, 45.0, 34.0, 4.0, 22.0, 80.0, 57.16666793823242, 49.83333206176758]"
1970-01-03 02:39:45.602727,5,Fourth Countdown,"[146.0, 86.0, 41.0, 23.0, -5.0, -17.0, -5.333333492279053, 7.833333492279053]"
1970-01-03 02:39:38.615809,5,Fifth Countdown,"[-68.0, -4.0, -41.0, -23.0, -43.0, -23.0, -23.66666603088379, -13.5]"
1970-01-03 02:39:51.714050,5,Fifth Countdown,"[-63.0, -18.0, 18.0, -14.0, -41.0, -7.0, -4.0, -19.0]"
1970-01-03 02:39:53.339433,5,Fifth Countdown,"[43.0, -33.0, 5.0, -63.0, 45.0, 25.0, 60.33333206176758, 57.0]"
1970-01-03 02:39:54.958429,5,Fifth Countdown,"[-55.0, -1.0, -5.0, 12.0, -11.0, 17.0, -14.833333015441895, -34.5]"
1970-01-03 02:39:56.547880,5,Fifth Countdown,"[-4.0, -3.0, 21.0, -37.0, -36.0, -17.0, -17.0, 5.5]"
1970-01-03 02:39:59.801916,6,First Countdown,"[13.0, 16.0, -22.0, -69.0, 24.0, 62.0, 14.166666984558105, 15.833333015441895]"
1970-01-03 02:39:45.600753,6,First Countdown,"[40.0, -5.0, 41.0, 11.0, -7.0, -5.0, 6.833333492279053, -1.8333333730697632]"
1970-01-03 02:40:03.048076,6,First Countdown,"[1.0, 13.0, 21.0, 11.0, -11.0, 1.0, -14.666666984558105, -19.16666603088379]"
1970-01-03 02:40:04.647423,6,First Countdown,"[-98.0, -80.0, -62.0, -43.0, -45.0, -23.0, -44.0, -62.33333206176758]"
1970-01-03 02:39:48.624245,6,First Countdown,"[21.0, 56.0, 8.0, 22.0, 2.0, 7.0, 37.66666793823242, 22.66666603088379]"
1970-01-03 02:40:07.871509,6,First Countdown,"[-53.0, -45.0, 51.0, 3.0, -64.0, -27.0, -24.5, -24.66666603088379]"
1970-01-03 02:40:09.512292,6,First Countdown,"[54.0, -11.0, -23.0, -12.0, 52.0, 16.0, -0.1666666716337204, 7.833333492279053]"
1970-01-03 02:40:11.103926,6,First Countdown,"[-49.0, 38.0, -5.0, 12.0, -11.0, 17.0, -14.833333015441895, -7.166666507720947]"
1970-01-03 02:39:52.619634,6,First Countdown,"[-18.0, -12.0, -11.0, -8.0, -57.0, -2.0, -5.166666507720947, -14.5]"
1970-01-03 02:39:53.608539,6,First Countdown,"[3.0, 1.0, -1.0, -17.0, -7.0, -30.0, -15.166666984558105, 13.0]"
1970-01-03 02:40:15.973387,6,First Countdown,"[32.0, -44.0, -32.0, -37.0, 100.0, 86.0, 53.33333206176758, 43.66666793823242]"
1970-01-03 02:39:55.613106,6,First Countdown,"[21.0, 10.0, 45.0, 12.0, 16.0, -33.0, 8.333333015441895, 12.166666984558105]"
1970-01-03 02:39:56.633810,6,First Countdown,"[11.0, -27.0, 16.0, 7.0, -52.0, -15.0, -7.0, 4.833333492279053]"
1970-01-03 02:39:57.621133,6,First Countdown,"[-18.0, -23.0, 18.0, -31.0, -18.0, 31.0, 23.33333396911621, 9.333333015441895]"
1970-01-03 02:39:58.625461,6,First Countdown,"[98.0, 29.0, 41.0, 64.0, 84.0, 44.0, 34.83333206176758, 64.5]"
1970-01-03 02:40:24.078925,6,First Countdown,"[-6.0, 33.0, 50.0, -35.0, -15.0, 21.0, 0.1666666716337204, 2.6666667461395264]"
1970-01-03 02:40:00.639155,6,First Countdown,"[-100.0, -24.0, -44.0, -97.0, -74.0, -71.0, -56.16666793823242, -32.0]"
1970-01-03 02:40:01.620434,6,First Countdown,"[57.0, 0.0, 7.0, 8.0, 32.0, 26.0, 10.666666984558105, 28.5]"
1970-01-03 02:40:28.903084,6,First Countdown,"[-5.0, 7.0, 24.0, -11.0, -66.0, 1.0, 6.833333492279053, -14.666666984558105]"
1970-01-03 02:40:30.529644,6,First Countdown,"[-16.0, -27.0, 53.0, -24.0, -44.0, 4.0, -30.16666603088379, -15.5]"
1970-01-03 02:40:06.555412,6,Second Countdown,"[64.0, 37.0, 31.0, 87.0, 40.0, 55.0, 50.0, 46.66666793823242]"
1970-01-03 02:40:35.863323,6,Second Countdown,"[40.0, 108.0, 58.0, 92.0, 7.0, 0.0, 7.0, 12.333333015441895]"
1970-01-03 02:40:37.100647,6,Second Countdown,"[54.0, -16.0, 50.0, 2.0, 6.0, -12.0, 16.0, 11.0]"
1970-01-03 02:40:09.534351,6,Second Countdown,"[13.0, 16.0, -22.0, 77.0, 24.0, 62.0, 14.166666984558105, 15.833333015441895]"
1970-01-03 02:40:10.552942,6,Second Countdown,"[-77.0, -30.0, -39.0, -76.0, -21.0, -31.0, -39.16666793823242, -52.5]"
1970-01-03 02:40:12.356065,6,Third Countdown,"[44.0, 78.0, 72.0, 61.0, 49.0, 48.0, 47.66666793823242, 36.16666793823242]"
1970-01-03 02:40:43.027916,6,Third Countdown,"[-3.0, -12.0, 46.0, 10.0, 63.0, 72.0, 35.0, -22.66666603088379]"
1970-01-03 02:40:44.285273,6,Third Countdown,"[10.0, 25.0, 11.0, 24.0, 14.0, 12.0, 17.5, 24.16666603088379]"
1970-01-03 02:40:45.501638,6,Third Countdown,"[-36.0, -52.0, -8.0, -54.0, -42.0, -20.0, -26.16666603088379, -34.66666793823242]"
1970-01-03 02:40:16.345434,6,Third Countdown,"[-11.0, 29.0, 79.0, 14.0, 29.0, 53.0, 20.16666603088379, 16.66666603088379]"
1970-01-03 02:40:18.922977,6,Fourth Countdown,"[-53.0, -6.0, 23.0, 30.0, -12.0, 2.0, -12.166666984558105, -10.666666984558105]"
1970-01-03 02:40:19.930700,6,Fourth Countdown,"[60.0, 45.0, 34.0, 4.0, 22.0, 23.0, 35.83333206176758, 33.16666793823242]"
1970-01-03 02:40:20.923411,6,Fourth Countdown,"[71.0, -28.0, 20.0, -13.0, -3.0, 1.0, 22.16666603088379, 123.66666412353516]"
1970-01-03 02:40:53.612057,6,Fourth Countdown,"[-12.0, -5.0, 5.0, -1.0, 26.0, -24.0, -9.833333015441895, -15.5]"
1970-01-03 02:40:54.873013,6,Fourth Countdown,"[5.0, 23.0, 4.0, -18.0, -23.0, -22.0, -8.833333015441895, 9.0]"
1970-01-03 02:40:56.891261,6,Fifth Countdown,"[-33.0, 3.0, -4.0, -1.0, 9.0, 1.0, 4.166666507720947, 7.5]"
1970-01-03 02:40:58.079559,6,Fifth Countdown,"[-12.0, 5.0, -10.0, 13.0, -1.0, -12.0, 27.0, 13.833333015441895]"
1970-01-03 02:40:59.331565,6,Fifth Countdown,"[-58.0, -4.0, 8.0, -8.0, -29.0, -9.0, -19.0, -31.16666603088379]"
1970-01-03 02:41:00.553439,6,Fifth Countdown,"[-1.0, -8.0, 8.0, 16.0, -6.0, 17.0, -1.3333333730697632, -20.66666603088379]"
1970-01-03 02:41:01.800813,6,Fifth Countdown,"[-85.0, -67.0, -35.0, -69.0, -67.0, -81.0, -33.83333206176758, -50.16666793823242]"
1970-01-03 02:41:04.267457,7,First Countdown,"[22.0, 29.0, 46.0, 7.0, -6.0, -15.0, -7.0, 4.833333492279053]"
1970-01-03 02:40:31.535952,7,First Countdown,"[56.0, 10.0, 12.0, 18.0, -22.0, 31.0, 23.5, 35.83333206176758]"
1970-01-03 02:40:32.552762,7,First Countdown,"[48.0, -17.0, 39.0, 5.0, 59.0, 68.0, 58.0, 55.0]"
1970-01-03 02:40:33.535097,7,First Countdown,"[-63.0, -45.0, -35.0, -43.0, 4.0, 18.0, 21.5, 19.66666603088379]"
1970-01-03 02:41:18.592005,7,First Countdown,"[-56.0, -44.0, -22.0, -49.0, -15.0, -40.0, -46.66666793823242, -47.0]"
1970-01-03 02:41:19.063221,7,First Countdown,"[37.0, 23.0, 20.0, -9.0, 32.0, 23.0, 8.0, 17.5]"
1970-01-03 02:40:36.557985,7,First Countdown,"[16.0, -14.0, -29.0, -11.0, 6.0, 11.0, 18.16666603088379, 9.166666984558105]"
1970-01-03 02:41:20.069247,7,First Countdown,"[39.0, 35.0, 33.0, 41.0, 24.0, 29.0, 43.33333206176758, 43.5]"
1970-01-03 02:41:20.563297,7,First Countdown,"[64.0, 37.0, 31.0, 87.0, 40.0, 55.0, 50.0, 46.66666793823242]"
1970-01-03 02:40:39.534568,7,First Countdown,"[-51.0, 8.0, -6.0, 0.0, 7.0, -17.0, 8.833333015441895, -64.0]"
1970-01-03 02:40:40.549332,7,First Countdown,"[-17.0, 42.0, 8.0, -9.0, -38.0, -60.0, -1.3333333730697632, 5.5]"
1970-01-03 02:41:22.094159,7,First Countdown,"[-8.0, -5.0, 1.0, 70.0, 64.0, 3.0, 17.0, -14.333333015441895]"
1970-01-03 02:41:22.581565,7,First Countdown,"[8.0, -13.0, 40.0, 19.0, 5.0, 44.0, 29.5, 9.333333015441895]"
1970-01-03 02:40:43.548962,7,First Countdown,"[47.0, 29.0, 16.0, -29.0, -34.0, 21.0, 7.833333492279053, 25.33333396911621]"
1970-01-03 02:41:23.586479,7,First Countdown,"[32.0, -39.0, -48.0, 11.0, 100.0, 86.0, 53.33333206176758, 43.66666793823242]"
1970-01-03 02:41:24.067183,7,First Countdown,"[-21.0, -31.0, 27.0, 3.0, 6.0, 29.0, 12.0, 11.0]"
1970-01-03 02:41:24.595253,7,First Countdown,"[-23.0, -36.0, -8.0, -96.0, -41.0, -39.0, -38.16666793823242, -31.33333396911621]"
1970-01-03 02:41:25.077175,7,First Countdown,"[-97.0, -22.0, 8.0, -61.0, -56.0, -15.0, -56.66666793823242, -58.66666793823242]"
1970-01-03 02:41:25.573192,7,First Countdown,"[10.0, 45.0, 41.0, -18.0, -56.0, -64.0, -52.16666793823242, -28.0]"
1970-01-03 02:40:49.555253,7,First Countdown,"[-45.0, -40.0, -1.0, -20.0, -13.0, -36.0, -43.0, -38.33333206176758]"
1970-01-03 02:41:30.918574,7,Second Countdown,"[-102.0, -62.0, -24.0, -86.0, -98.0, -90.0, 4.666666507720947, -12.0]"
1970-01-03 02:41:00.244493,7,Second Countdown,"[-18.0, -12.0, -11.0, -8.0, -57.0, -21.0, -5.166666507720947, -14.5]"
1970-01-03 02:41:01.226615,7,Second Countdown,"[3.0, 1.0, -1.0, -17.0, -7.0, -30.0, -15.166666984558105, 13.0]"
1970-01-03 02:41:32.447507,7,Second Countdown,"[17.0, 44.0, 25.0, 41.0, 22.0, 31.0, 28.33333396911621, 23.16666603088379]"
1970-01-03 02:41:03.234859,7,Second Countdown,"[21.0, 10.0, 45.0, 12.0, 16.0, -33.0, 8.333333015441895, -5.5]"
1970-01-03 02:41:34.020098,7,Third Countdown,"[-91.0, -48.0, -16.0, -82.0, -87.0, -82.0, -79.0, -71.33333587646484]"
1970-01-03 02:41:06.418770,7,Third Countdown,"[-14.0, 4.0, 14.0, -6.0, 16.0, -29.0, 7.333333492279053, 14.666666984558105]"
1970-01-03 02:41:07.408052,7,Third Countdown,"[-32.0, -45.0, -25.0, -2.0, 65.0, 60.0, 54.33333206176758, -2.0]"
1970-01-03 02:41:08.415266,7,Third Countdown,"[-44.0, -43.0, -50.0, -71.0, -72.0, -67.0, -47.16666793823242, -42.83333206176758]"
1970-01-03 02:41:09.421123,7,Third Countdown,"[-54.0, -22.0, -4.0, -11.0, -18.0, -24.0, -7.166666507720947, -2.5]"
1970-01-03 02:41:12.224108,7,Fourth Countdown,"[-7.0, 8.0, -7.0, -81.0, -73.0, -31.0, -4.0, 21.66666603088379]"
1970-01-03 02:41:13.223639,7,Fourth Countdown,"[-20.0, 34.0, -28.0, 24.0, 36.0, 12.0, 18.66666603088379, 19.16666603088379]"
1970-01-03 02:41:14.234047,7,Fourth Countdown,"[-7.0, -5.0, 31.0, -6.0, -11.0, 4.0, -9.0, -18.5]"
1970-01-03 02:41:15.214233,7,Fourth Countdown,"[24.0, -29.0, 8.0, -9.0, -4.0, 14.0, -9.333333015441895, -10.166666984558105]"
1970-01-03 02:41:16.222763,7,Fourth Countdown,"[39.0, -60.0, 46.0, 45.0, 78.0, 42.0, 57.66666793823242, 50.0]"
1970-01-03 02:41:41.054928,7,Fifth Countdown,"[-27.0, 4.0, -16.0, -14.0, -20.0, -23.0, -38.66666793823242, -20.83333396911621]"
1970-01-03 02:41:42.055489,7,Fifth Countdown,"[64.0, 17.0, 3.0, 18.0, 38.0, 14.0, 45.5, 47.16666793823242]"
1970-01-03 02:41:43.048023,7,Fifth Countdown,"[30.0, 22.0, 29.0, 112.0, 76.0, 52.0, 9.666666984558105, 24.0]"
1970-01-03 02:41:44.044356,7,Fifth Countdown,"[-9.0, -23.0, 1.0, -19.0, -64.0, -22.0, -43.66666793823242, -50.16666793823242]"
1970-01-03 02:41:45.052879,7,Fifth Countdown,"[-12.0, -12.0, -7.0, -32.0, -32.0, -31.0, -25.83333396911621, -30.5]"
1970-01-03 02:41:47.032994,8,First Countdown,"[-29.0, -12.0, 20.0, -88.0, -83.0, -38.0, -54.16666793823242, -25.0]"
1970-01-03 02:41:48.041520,8,First Countdown,"[-38.0, -40.0, -7.0, -2.0, -2.0, -13.0, 0.6666666865348816, -7.666666507720947]"
1970-01-03 02:41:49.057263,8,First Countdown,"[-3.0, 68.0, 45.0, 16.0, -10.0, 17.0, 22.83333396911621, 25.33333396911621]"
1970-01-03 02:41:50.045927,8,First Countdown,"[86.0, 68.0, 87.0, 78.0, 52.0, 47.0, 70.5, 73.5]"
1970-01-03 02:41:51.030110,8,First Countdown,"[58.0, 3.0, 2.0, 15.0, 4.0, 12.0, 33.33333206176758, 34.0]"
1970-01-03 02:41:34.841745,8,First Countdown,"[-30.0, 10.0, -15.0, 7.0, -49.0, -26.0, -26.16666603088379, -17.16666603088379]"
1970-01-03 02:41:35.841139,8,First Countdown,"[35.0, -1.0, 34.0, 5.0, 19.0, 20.0, 33.33333206176758, 40.5]"
1970-01-03 02:41:36.840588,8,First Countdown,"[41.0, 36.0, 3.0, 32.0, 10.0, 23.0, 44.83333206176758, 29.0]"
1970-01-03 02:41:37.832701,8,First Countdown,"[-18.0, -17.0, 9.0, 14.0, 42.0, 79.0, 56.5, -1.8333333730697632]"
1970-01-03 02:41:38.846443,8,First Countdown,"[44.0, 48.0, 31.0, 22.0, -4.0, 0.0, -19.0, 7.166666507720947]"
1970-01-03 02:41:39.825764,8,First Countdown,"[-24.0, -37.0, -12.0, -1.0, 22.0, -4.0, 6.5, -4.166666507720947]"
1970-01-03 02:41:40.850052,8,First Countdown,"[-28.0, -16.0, 1.0, 13.0, -10.0, -56.0, -7.5, -22.33333396911621]"
1970-01-03 02:41:41.823336,8,First Countdown,"[82.0, 91.0, 41.0, 67.0, 29.0, 51.0, 35.5, 60.66666793823242]"
1970-01-03 02:41:42.852395,8,First Countdown,"[16.0, 6.0, -3.0, -41.0, -40.0, -2.0, -8.166666984558105, -17.0]"
1970-01-03 02:41:43.839220,8,First Countdown,"[63.0, 23.0, 54.0, 1.0, 44.0, 15.0, 39.16666793823242, 48.33333206176758]"
1970-01-03 02:41:44.835903,8,First Countdown,"[90.0, 22.0, 26.0, 64.0, -29.0, 52.0, 26.16666603088379, 16.66666603088379]"
1970-01-03 02:41:45.838607,8,First Countdown,"[42.0, 24.0, 16.0, 72.0, 120.0, 79.0, 100.66666412353516, 50.16666793823242]"
1970-01-03 02:41:46.853811,8,First Countdown,"[-78.0, -24.0, -37.0, -69.0, -79.0, -51.0, -69.66666412353516, -72.83333587646484]"
1970-01-03 02:41:47.829575,8,First Countdown,"[23.0, 8.0, 1.0, -18.0, 19.0, 36.0, 14.0, 11.333333015441895]"
1970-01-03 02:41:48.858942,8,First Countdown,"[66.0, 49.0, 93.0, 54.0, 61.0, 59.0, 42.0, 46.0]"
1970-01-03 02:42:17.528357,8,Second Countdown,"[55.0, 105.0, -22.0, 21.0, -4.0, 1.0, 22.5, 32.33333206176758]"
1970-01-03 02:42:18.543644,8,Second Countdown,"[4.0, -7.0, 26.0, -36.0, 7.0, 18.0, -6.166666507720947, -16.33333396911621]"
1970-01-03 02:42:19.511796,8,Second Countdown,"[-6.0, -39.0, 4.0, 13.0, -36.0, -12.0, -3.0, -19.5]"
1970-01-03 02:42:20.546320,8,Second Countdown,"[-2.0, 29.0, 37.0, 37.0, 27.0, 39.0, 20.5, 56.0]"
1970-01-03 02:42:21.519348,8,Second Countdown,"[5.0, 12.0, -30.0, 12.0, -30.0, -18.0, -17.5, -14.333333015441895]"
1970-01-03 02:42:37.099248,8,Third Countdown,"[49.0, 2.0, 9.0, 16.0, -22.0, -14.0, 11.666666984558105, 19.0]"
1970-01-03 02:42:38.683805,8,Third Countdown,"[16.0, 35.0, 46.0, 41.0, 41.0, -14.0, 32.83333206176758, 1.0]"
1970-01-03 02:42:40.346567,8,Third Countdown,"[16.0, 50.0, 42.0, 60.0, 62.0, 56.0, 61.33333206176758, 47.83333206176758]"
1970-01-03 02:42:41.940704,8,Third Countdown,"[-77.0, -30.0, -48.0, -54.0, -21.0, -31.0, -39.16666793823242, -52.5]"
1970-01-03 02:42:43.549167,8,Third Countdown,"[23.0, 36.0, 12.0, 24.0, 7.0, 36.0, 29.33333396911621, 5.5]"
1970-01-03 02:42:52.018956,8,Fourth Countdown,"[-16.0, -48.0, -1.0, -32.0, -47.0, -7.0, -16.33333396911621, -20.0]"
1970-01-03 02:43:02.964286,8,Fourth Countdown,"[44.0, 78.0, 72.0, 61.0, 34.0, 43.0, 42.16666793823242, 34.83333206176758]"
1970-01-03 02:43:04.563414,8,Fourth Countdown,"[51.0, 87.0, -12.0, 0.0, 7.0, -17.0, 8.833333015441895, 19.0]"
1970-01-03 02:43:06.194447,8,Fourth Countdown,"[46.0, 56.0, 36.0, 39.0, 34.0, 35.0, 39.83333206176758, 29.33333396911621]"
1970-01-03 02:43:07.796192,8,Fourth Countdown,"[-34.0, -61.0, -8.0, -51.0, -45.0, -6.0, -30.83333396911621, -47.0]"
1970-01-03 02:43:05.732888,8,Fifth Countdown,"[-30.0, 34.0, -11.0, -1.0, -8.0, 8.0, 16.0, 16.5]"
1970-01-03 02:43:06.753055,8,Fifth Countdown,"[-31.0, 19.0, 15.0, 49.0, -23.0, 18.0, 2.8333332538604736, 12.833333015441895]"
1970-01-03 02:43:26.688796,8,Fifth Countdown,"[-56.0, -7.0, -80.0, -79.0, -71.0, -67.0, -17.0, -41.66666793823242]"
1970-01-03 02:43:28.290941,8,Fifth Countdown,"[24.0, 25.0, 18.0, 0.0, 34.0, 8.0, 16.0, 16.5]"
1970-01-03 02:43:29.922898,8,Fifth Countdown,"[36.0, 88.0, 48.0, 98.0, 54.0, 52.0, 51.16666793823242, 45.66666793823242]"
1970-01-03 02:43:33.126859,9,First Countdown,"[-71.0, -32.0, -60.0, -68.0, -89.0, -67.0, -58.16666793823242, -57.33333206176758]"
1970-01-03 02:43:12.761482,9,First Countdown,"[53.0, 35.0, 33.0, 41.0, 24.0, 29.0, 43.33333206176758, 63.5]"
1970-01-03 02:43:36.367749,9,First Countdown,"[72.0, 87.0, 65.0, 72.0, 75.0, 60.0, 51.66666793823242, 47.16666793823242]"
1970-01-03 02:43:14.768187,9,First Countdown,"[7.0, -69.0, 2.0, 22.0, 35.0, 11.0, 59.0, 36.5]"
1970-01-03 02:43:15.752025,9,First Countdown,"[20.0, -2.0, -15.0, 10.0, 19.0, 11.0, 29.16666603088379, 19.5]"
1970-01-03 02:43:41.235164,9,First Countdown,"[41.0, 55.0, 1.0, 33.0, 30.0, 45.0, 30.0, 23.5]"
1970-01-03 02:43:42.808466,9,First Countdown,"[60.0, 44.0, 44.0, 4.0, 55.0, 26.0, 35.83333206176758, 33.16666793823242]"
1970-01-03 02:43:44.477854,9,First Countdown,"[-42.0, 3.0, -13.0, 7.0, 39.0, 31.0, 32.33333206176758, 13.0]"
1970-01-03 02:43:19.743082,9,First Countdown,"[-35.0, 11.0, -29.0, -20.0, -20.0, -14.0, 1.3333333730697632, -1.1666666269302368]"
1970-01-03 02:43:20.754065,9,First Countdown,"[-10.0, -3.0, -17.0, -30.0, 28.0, 15.0, 4.833333492279053, -8.333333015441895]"
1970-01-03 02:43:49.295765,9,First Countdown,"[-89.0, -50.0, -50.0, -96.0, -94.0, -74.0, -73.83333587646484, -67.5]"
1970-01-03 02:43:50.634113,9,First Countdown,"[41.0, 21.0, -44.0, 4.0, -17.0, -45.0, -11.333333015441895, -10.5]"
1970-01-03 02:43:23.758604,9,First Countdown,"[53.0, 71.0, -5.0, -10.0, -27.0, -2.0, 46.0, 37.33333206176758]"
1970-01-03 02:43:53.076240,9,First Countdown,"[11.0, -24.0, 10.0, -5.0, 21.0, 47.0, 28.66666603088379, 3.1666667461395264]"
1970-01-03 02:43:54.311372,9,First Countdown,"[32.0, 34.0, -17.0, 25.0, 27.0, 23.0, 41.83333206176758, 42.0]"
1970-01-03 02:43:55.556373,9,First Countdown,"[-61.0, -25.0, -18.0, -68.0, -48.0, -27.0, -24.0, -26.16666603088379]"
1970-01-03 02:43:56.785750,9,First Countdown,"[59.0, 49.0, -24.0, -22.0, 6.0, 22.0, 12.833333015441895, 13.166666984558105]"
1970-01-03 02:43:58.027295,9,First Countdown,"[-3.0, 11.0, 27.0, 29.0, 15.0, -30.0, -9.666666984558105, -27.33333396911621]"
1970-01-03 02:43:59.265451,9,First Countdown,"[-45.0, -6.0, -44.0, -19.0, -64.0, -22.0, -43.66666793823242, -35.5]"
1970-01-03 02:43:30.778253,9,First Countdown,"[11.0, -27.0, 10.0, -24.0, -30.0, -1.0, 4.166666507720947, 6.166666507720947]"
1970-01-03 02:43:38.345878,9,Second Countdown,"[-6.0, 11.0, -25.0, 12.0, -29.0, -17.0, -3.6666667461395264, -5.0]"
1970-01-03 02:44:11.124234,9,Second Countdown,"[32.0, 53.0, 23.0, -56.0, -21.0, -20.0, -12.0, -13.333333015441895]"
1970-01-03 02:44:12.338994,9,Second Countdown,"[-24.0, 31.0, -6.0, -21.0, -3.0, 0.0, 10.333333015441895, -8.5]"
1970-01-03 02:44:13.620748,9,Second Countdown,"[15.0, 34.0, -1.0, 49.0, 57.0, 74.0, 84.5, 58.5]"
1970-01-03 02:44:14.817742,9,Second Countdown,"[-10.0, 26.0, -36.0, 43.0, 7.0, 21.0, 16.5, -0.5]"
1970-01-03 02:44:34.540132,9,Third Countdown,"[-91.0, -59.0, -63.0, -88.0, -119.0, -74.0, -73.33333587646484, -70.83333587646484]"
1970-01-03 02:44:35.037498,9,Third Countdown,"[-56.0, -44.0, -52.0, -49.0, -15.0, -40.0, -46.66666793823242, -47.0]"
1970-01-03 02:44:35.539122,9,Third Countdown,"[45.0, 15.0, 29.0, 20.0, 21.0, -18.0, 3.6666667461395264, 19.66666603088379]"
1970-01-03 02:43:52.633522,9,Third Countdown,"[54.0, 41.0, 16.0, 24.0, 53.0, 21.0, 51.16666793823242, 37.33333206176758]"
1970-01-03 02:43:53.616719,9,Third Countdown,"[34.0, -4.0, 19.0, 59.0, 26.0, 11.0, 2.1666667461395264, -13.333333015441895]"
1970-01-03 02:44:06.900234,9,Fourth Countdown,"[-5.0, -42.0, -42.0, -14.0, 34.0, 56.0, 62.83333206176758, 56.83333206176758]"
1970-01-03 02:44:43.701804,9,Fourth Countdown,"[42.0, 63.0, 38.0, 47.0, 5.0, 1.0, 22.33333396911621, 20.16666603088379]"
1970-01-03 02:44:44.159796,9,Fourth Countdown,"[92.0, 3.0, 25.0, -16.0, 35.0, 17.0, 40.5, 28.16666603088379]"
1970-01-03 02:44:44.667301,9,Fourth Countdown,"[-33.0, -22.0, 13.0, -37.0, -30.0, 5.0, 2.3333332538604736, -13.833333015441895]"
1970-01-03 02:44:45.172724,9,Fourth Countdown,"[60.0, 14.0, 10.0, 81.0, -13.0, 40.0, 22.5, 26.16666603088379]"
1970-01-03 02:44:32.305012,9,Fifth Countdown,"[14.0, 23.0, -26.0, 10.0, -18.0, -24.0, 17.66666603088379, 3.8333332538604736]"
1970-01-03 02:44:33.330267,9,Fifth Countdown,"[-42.0, 23.0, 30.0, -8.0, -33.0, -30.0, -6.833333492279053, -2.6666667461395264]"
1970-01-03 02:44:34.321750,9,Fifth Countdown,"[-81.0, -54.0, -42.0, -50.0, -80.0, -69.0, -64.0, -64.66666412353516]"
1970-01-03 02:44:52.515094,9,Fifth Countdown,"[26.0, 18.0, -32.0, -4.0, -5.0, 15.0, 42.0, -2.1666667461395264]"
1970-01-03 02:44:53.504418,9,Fifth Countdown,"[-86.0, -63.0, -76.0, -109.0, -79.0, -73.0, -46.5, -17.0]"
1970-01-03 02:44:55.531824,10,First Countdown,"[35.0, 14.0, 73.0, 26.0, 32.0, 33.0, 46.16666793823242, 37.0]"
1970-01-03 02:44:56.522900,10,First Countdown,"[-43.0, -8.0, 41.0, 19.0, -1.0, 25.0, 4.166666507720947, 0.5]"
1970-01-03 02:44:57.539600,10,First Countdown,"[-85.0, 30.0, -3.0, -7.0, -15.0, -60.0, -38.33333206176758, -33.16666793823242]"
1970-01-03 02:44:58.522889,10,First Countdown,"[71.0, 67.0, 15.0, 51.0, 54.0, 10.0, 34.66666793823242, 35.33333206176758]"
1970-01-03 02:44:59.546915,10,First Countdown,"[59.0, 36.0, 55.0, 91.0, 77.0, 50.0, 56.0, 62.66666793823242]"
1970-01-03 02:45:00.529810,10,First Countdown,"[-2.0, -48.0, -50.0, -34.0, -11.0, -32.0, -39.33333206176758, -19.0]"
1970-01-03 02:45:01.542923,10,First Countdown,"[-11.0, -6.0, -7.0, -4.0, -36.0, -8.0, -24.83333396911621, -9.833333015441895]"
1970-01-03 02:45:02.530034,10,First Countdown,"[34.0, -17.0, 41.0, 29.0, 29.0, 50.0, -21.33333396911621, 22.0]"
1970-01-03 02:45:03.513921,10,First Countdown,"[-95.0, -12.0, 20.0, -109.0, -116.0, -88.0, -85.5, -72.5]"
1970-01-03 02:45:04.559939,10,First Countdown,"[2.0, 4.0, 28.0, 10.0, 21.0, 29.0, 74.0, 42.66666793823242]"
1970-01-03 02:45:05.566515,10,First Countdown,"[68.0, 61.0, 3.0, 18.0, -13.0, 20.0, 25.83333396911621, 17.16666603088379]"
1970-01-03 02:45:06.551809,10,First Countdown,"[83.0, 29.0, 39.0, -4.0, 39.0, 7.0, 77.83333587646484, 57.16666793823242]"
1970-01-03 02:45:07.556278,10,First Countdown,"[71.0, -28.0, 20.0, 74.0, 49.0, 73.0, 108.0, 123.66666412353516]"
1970-01-03 02:45:08.550884,10,First Countdown,"[48.0, 2.0, -17.0, -10.0, -4.0, 4.0, 4.0, -6.666666507720947]"
1970-01-03 02:44:52.315138,10,First Countdown,"[10.0, 2.0, -12.0, 20.0, 45.0, -1.0, 18.16666603088379, 21.0]"
1970-01-03 02:44:53.352880,10,First Countdown,"[-21.0, -23.0, -21.0, -31.0, -49.0, 15.0, 6.0, -5.166666507720947]"
1970-01-03 02:44:54.314925,10,First Countdown,"[-105.0, -43.0, -35.0, -48.0, -61.0, -20.0, -40.5, -56.66666793823242]"
